,Country,Year,Yield,Crop,precip_0,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8,precip_9,precip_10,precip_11,precip_12,precip_13,precip_14,precip_15,precip_16,precip_17,precip_18,precip_19,precip_20,precip_21,precip_22,precip_23,min_temp_0,min_temp_1,min_temp_2,min_temp_3,min_temp_4,min_temp_5,min_temp_6,min_temp_7,min_temp_8,min_temp_9,min_temp_10,min_temp_11,min_temp_12,min_temp_13,min_temp_14,min_temp_15,min_temp_16,min_temp_17,min_temp_18,min_temp_19,min_temp_20,min_temp_21,min_temp_22,min_temp_23,max_temp_0,max_temp_1,max_temp_2,max_temp_3,max_temp_4,max_temp_5,max_temp_6,max_temp_7,max_temp_8,max_temp_9,max_temp_10,max_temp_11,max_temp_12,max_temp_13,max_temp_14,max_temp_15,max_temp_16,max_temp_17,max_temp_18,max_temp_19,max_temp_20,max_temp_21,max_temp_22,max_temp_23,avg_temp_0,avg_temp_1,avg_temp_2,avg_temp_3,avg_temp_4,avg_temp_5,avg_temp_6,avg_temp_7,avg_temp_8,avg_temp_9,avg_temp_10,avg_temp_11,avg_temp_12,avg_temp_13,avg_temp_14,avg_temp_15,avg_temp_16,avg_temp_17,avg_temp_18,avg_temp_19,avg_temp_20,avg_temp_21,avg_temp_22,avg_temp_23,Agricultural Land Mass,flood_0,flood_1,flood_2,flood_3,flood_4,flood_5,flood_6,flood_7,flood_8,flood_9,flood_10,flood_11,flood_12,flood_13,flood_14,flood_15,flood_16,flood_17,flood_18,flood_19,flood_20,flood_21,flood_22,flood_23,drought_0,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,drought_10,drought_11,drought_12,drought_13,drought_14,drought_15,drought_16,drought_17,drought_18,drought_19,drought_20,drought_21,drought_22,drought_23,disaster_0,disaster_1,disaster_2,disaster_3,disaster_4,disaster_5,disaster_6,disaster_7,disaster_8,disaster_9,disaster_10,disaster_11,disaster_12,disaster_13,disaster_14,disaster_15,disaster_16,disaster_17,disaster_18,disaster_19,disaster_20,disaster_21,disaster_22,disaster_23,total_ppl_affected
32291,Israel,2018,111000,Apples,84.25,58.99,3.74,27.77,4.86,0.19,0.33,0.12,0.05,14.97,30.94,84.82,67.02,79.01,35.42,11.83,0.00,0.11,0.33,0.12,0.08,12.73,2.69,66.67,6.61,6.07,10.17,13.36,16.62,19.79,22.76,22.60,21.06,16.35,12.14,10.66,8.31,10.47,12.52,13.96,18.54,20.02,22.27,21.96,21.32,17.93,13.16,9.42,16.51,18.14,22.08,26.17,29.73,32.71,34.47,34.74,32.76,28.79,24.06,21.53,17.79,21.20,25.22,26.85,30.44,32.68,33.74,34.08,32.66,29.37,23.83,19.12,11.53,12.09,16.10,19.75,23.14,26.22,28.61,28.65,26.87,22.54,18.08,16.07,13.03,15.82,18.84,20.37,24.47,26.33,27.99,27.99,26.97,23.63,18.46,14.23,6232.999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
33504,Italy,2018,2414921,Apples,67.60,85.61,99.48,41.49,73.54,52.14,38.60,68.10,48.35,98.12,68.11,63.78,84.03,38.52,37.77,66.51,124.20,30.31,70.11,57.38,55.83,90.22,211.20,96.78,-0.76,3.74,5.74,6.97,11.62,16.65,17.87,18.57,13.05,9.93,5.47,1.57,3.71,1.17,3.90,8.96,12.48,15.58,18.09,18.57,15.21,11.51,7.45,2.96,5.61,10.57,13.94,15.51,20.51,26.03,27.62,28.39,21.02,18.07,11.69,7.76,9.95,7.26,10.99,17.90,20.70,24.48,27.66,27.79,24.20,18.93,13.52,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124050.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4258.0
81732,Jamaica,2018,2349,Avocados,292.46,59.77,139.04,115.80,542.21,12.90,67.10,35.17,139.69,151.78,123.73,121.97,107.09,134.00,105.87,210.20,200.22,20.03,168.56,144.91,257.55,211.66,193.16,112.28,18.59,19.19,19.74,20.73,21.50,22.45,22.40,22.90,22.40,21.85,21.33,20.18,19.40,20.31,19.15,20.54,21.60,22.71,21.93,22.92,22.49,22.03,21.55,20.12,28.49,28.86,27.79,28.92,29.23,30.09,30.99,31.23,30.43,29.23,28.67,28.23,27.07,28.28,28.13,29.25,28.33,29.92,30.83,30.74,29.95,29.05,29.52,29.33,23.52,24.02,23.75,24.78,25.33,26.24,26.66,27.04,26.37,25.52,24.96,24.18,23.18,24.27,23.62,24.88,24.95,26.27,26.36,26.80,26.19,25.51,25.49,24.70,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34811,Japan,2018,756100,Apples,77.68,58.86,148.69,106.66,181.58,216.76,276.44,199.26,306.85,112.14,56.56,87.13,41.13,60.30,96.03,99.89,91.05,203.22,265.99,252.85,120.26,196.82,60.73,84.39,-4.05,-3.61,-1.00,4.91,10.29,13.11,19.77,19.70,14.96,9.58,2.69,-2.83,-4.60,-5.20,0.45,5.76,10.15,14.36,19.76,19.82,15.84,9.97,4.48,-0.87,3.86,4.86,7.65,14.85,20.39,21.84,27.57,27.05,23.47,17.20,11.41,4.79,2.94,3.29,10.24,15.90,19.67,22.69,27.68,28.03,23.25,18.75,13.08,6.52,-0.09,0.62,3.32,9.86,15.31,17.45,23.65,23.35,19.19,13.37,7.03,0.98,-0.83,-0.95,5.33,10.80,14.88,18.51,23.70,23.90,19.52,14.33,8.76,2.82,44199.99999999992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1572247.0
35570,Jordan,2018,42394,Apples,23.13,26.18,1.56,14.94,7.79,0.32,0.53,0.11,0.08,5.17,9.00,21.99,23.74,31.71,18.53,6.51,0.01,0.19,0.53,0.11,0.00,4.21,1.97,15.20,3.13,3.05,7.97,11.97,15.81,18.80,21.40,20.98,19.05,13.77,9.19,7.07,4.79,7.57,10.41,12.45,17.44,18.85,20.80,20.28,19.16,15.51,9.90,5.95,13.75,15.96,21.13,26.19,31.03,34.90,36.95,37.10,34.66,28.65,22.15,18.92,15.05,19.16,24.37,26.79,31.49,34.77,36.12,36.32,34.37,29.37,21.61,16.49,8.41,9.48,14.52,19.05,23.40,26.83,29.15,29.02,26.83,21.19,15.64,12.97,9.89,13.33,17.37,19.60,24.44,26.78,28.44,28.28,26.74,22.41,15.73,11.20,10218.000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
36668,Kenya,2018,233933,Avocados,39.68,48.49,62.36,138.74,172.98,66.97,22.08,50.90,34.55,54.12,46.75,69.00,64.47,52.73,94.03,133.45,95.53,40.41,38.56,30.73,21.97,223.03,176.09,129.15,18.22,19.61,20.74,21.19,20.04,18.94,18.40,19.11,18.72,20.35,19.44,18.75,18.50,19.66,19.47,19.87,19.11,18.32,17.96,17.78,18.37,19.62,20.36,19.95,32.55,33.09,33.51,32.40,30.72,29.89,29.14,29.91,30.77,32.06,30.76,31.07,31.56,33.55,32.28,31.05,30.04,29.46,28.93,28.83,30.79,31.85,31.62,32.11,25.36,26.33,27.10,26.77,25.35,24.39,23.75,24.48,24.72,26.18,25.07,24.89,25.00,26.58,25.86,25.44,24.55,23.86,23.42,23.28,24.55,25.71,25.97,26.00,276300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636348.0
99139,Kiribati,2018,8339,Bananas,114.55,82.45,132.45,167.91,96.54,117.00,94.00,67.73,48.82,37.82,46.91,49.82,114.55,82.45,132.45,167.91,96.54,117.00,94.00,67.73,48.82,37.82,46.91,49.82,24.70,24.71,24.81,24.70,24.51,24.21,23.80,23.70,23.60,23.70,23.99,24.50,24.70,24.71,24.81,24.70,24.51,24.21,23.80,23.70,23.60,23.70,23.99,24.50,30.40,30.41,30.71,30.90,30.91,30.81,30.81,30.90,30.81,31.00,31.10,30.70,30.40,30.41,30.71,30.90,30.91,30.81,30.81,30.90,30.81,31.00,31.10,30.70,27.50,27.51,27.71,27.80,27.71,27.51,27.30,27.30,27.20,27.30,27.50,27.60,27.50,27.51,27.71,27.80,27.71,27.51,27.30,27.30,27.20,27.30,27.50,27.60,339.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117025,Kuwait,2018,257,Oranges,1.98,23.92,0.96,41.75,11.14,0.51,0.89,0.05,0.04,8.44,47.10,5.73,4.51,3.40,14.16,10.45,1.23,0.00,0.89,0.05,0.04,2.90,12.67,28.51,8.20,7.60,14.38,21.14,26.21,29.31,30.77,29.63,26.06,21.20,14.68,8.57,7.69,12.01,16.63,19.57,25.33,30.62,31.54,29.90,27.11,22.25,14.31,11.45,19.03,19.66,25.95,33.38,40.40,45.79,46.77,46.22,43.58,36.57,27.22,22.53,20.45,23.51,31.15,31.19,37.97,44.94,46.49,46.70,43.97,35.35,25.64,20.76,13.61,13.61,20.14,27.24,33.28,37.53,38.75,37.90,34.82,28.87,20.92,15.53,14.05,17.73,23.85,25.38,31.62,37.76,38.98,38.28,35.51,28.78,19.96,16.08,1500.0000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37979,Lebanon,2018,124464,Apples,202.36,114.20,20.53,43.92,34.60,2.32,0.00,0.13,1.12,35.76,61.12,219.37,202.74,158.29,120.99,53.46,0.94,3.54,0.00,0.06,1.51,32.30,20.31,201.96,1.45,0.88,5.69,8.62,12.03,15.27,17.84,18.09,16.73,11.79,7.73,5.94,3.89,5.72,8.22,9.50,12.90,15.34,17.09,17.65,16.62,13.61,8.69,5.50,10.47,12.10,16.43,20.60,25.05,29.15,32.53,32.15,30.58,24.72,18.69,15.54,12.24,15.52,19.70,22.24,26.07,28.88,31.39,31.51,29.93,25.78,18.44,12.83,5.96,6.48,11.03,14.59,18.52,22.19,25.16,25.11,23.64,18.24,13.20,10.72,8.05,10.59,13.94,15.83,19.46,22.09,24.21,24.57,23.26,19.66,13.55,9.13,6580.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117428,Lesotho,2018,453,Barley,79.19,91.45,139.00,68.46,19.51,3.24,5.49,25.13,20.55,48.95,35.82,41.85,97.76,127.52,85.74,129.89,20.41,12.75,2.68,5.35,10.47,19.23,42.24,126.06,11.28,11.95,8.62,6.09,2.38,-0.96,-0.55,0.82,5.70,5.90,7.31,9.32,11.13,10.91,9.90,7.16,2.39,-0.80,-0.26,0.37,3.22,6.98,7.74,10.77,23.42,22.79,23.84,20.03,17.39,15.77,15.95,16.60,21.69,20.62,22.47,23.51,25.48,23.79,22.11,19.42,17.23,15.61,15.44,15.90,20.10,22.59,23.23,25.84,17.32,17.35,16.21,13.03,9.86,7.39,7.69,8.70,13.67,13.23,14.86,16.38,18.28,17.32,15.98,13.27,9.77,7.40,7.58,8.11,11.64,14.75,15.46,18.27,24332.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709000.0
99930,Liberia,2018,141679,Bananas,23.85,64.58,118.74,151.71,251.92,361.67,320.55,341.08,394.65,260.46,125.18,53.87,23.85,64.46,101.24,151.74,251.95,361.70,318.57,340.83,394.62,260.04,125.21,53.60,19.58,20.31,21.23,21.35,21.02,21.06,20.34,19.98,20.69,20.92,20.64,20.01,19.45,20.18,21.00,21.26,21.08,21.08,19.90,19.71,20.01,20.43,21.12,20.02,32.39,33.19,33.70,33.35,32.04,30.84,29.55,29.08,30.14,31.23,31.46,31.47,32.26,32.95,33.42,33.17,32.10,30.86,29.11,28.81,29.46,30.66,31.82,31.61,25.96,26.73,27.45,27.32,26.51,25.92,24.92,24.50,25.39,26.04,26.02,25.72,25.82,26.54,27.19,27.18,26.57,25.94,24.48,24.23,24.71,25.52,26.45,25.79,19540.400000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38691,Libya,2018,19111,Apples,8.43,7.21,2.22,1.73,1.42,0.54,0.47,1.17,2.25,6.80,4.44,10.28,9.35,10.35,3.18,2.68,2.39,0.47,0.47,1.13,1.31,6.19,2.10,7.43,5.10,7.39,10.67,14.48,19.19,22.21,22.90,22.87,20.47,16.11,10.68,7.74,6.00,8.60,11.27,15.53,19.71,22.06,22.90,22.58,21.20,17.11,11.64,7.26,19.04,22.28,26.15,30.37,35.31,38.26,38.03,37.71,35.48,30.51,24.94,20.52,20.22,22.91,27.16,31.34,35.37,38.30,38.30,37.43,35.73,31.42,25.63,20.45,12.04,14.81,18.39,22.40,27.23,30.21,30.44,30.27,27.95,23.29,17.79,14.11,13.08,15.73,19.19,23.41,27.52,30.15,30.57,29.98,28.44,24.24,18.61,13.83,153500.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125261,Liechtenstein,2018,196,Grapes,196.48,66.64,95.77,47.51,135.97,109.37,89.17,183.39,100.45,82.22,40.93,181.70,166.13,60.07,96.12,67.54,257.56,104.42,135.75,215.02,133.05,171.03,130.58,141.68,-7.39,-1.78,1.12,1.32,6.72,11.52,11.62,12.22,6.32,4.71,-0.88,-4.18,-1.68,-6.58,-2.29,4.32,7.92,10.62,12.12,12.42,8.82,5.11,1.01,-2.38,-1.59,4.61,9.32,9.62,15.43,20.62,20.23,20.72,13.32,12.22,4.52,0.81,3.72,-2.08,4.72,13.93,16.12,19.13,21.93,21.62,18.02,12.82,6.71,2.42,-4.49,1.41,5.22,5.42,11.02,16.02,15.92,16.42,9.82,8.42,1.82,-1.68,1.02,-4.28,1.22,9.12,12.02,14.82,17.02,17.02,13.42,8.92,3.81,0.02,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40475,Madagascar,2018,7111,Apples,325.19,300.22,217.20,87.58,35.02,25.47,119.22,23.57,15.90,42.59,111.64,179.88,279.11,254.68,240.31,97.65,58.39,50.38,31.41,24.04,39.58,40.63,187.84,226.54,21.18,21.29,20.77,19.42,17.66,15.93,15.07,15.29,16.21,18.20,19.10,20.16,20.31,20.76,20.44,19.14,17.54,15.58,14.46,15.59,16.58,17.53,19.29,20.97,29.47,29.49,29.33,28.52,27.50,26.10,25.23,25.81,27.14,28.51,28.62,28.77,28.60,28.95,29.00,28.23,27.38,25.75,24.62,26.11,27.51,27.84,28.80,29.57,25.29,25.37,25.02,23.95,22.55,20.99,20.12,20.52,21.65,23.33,23.83,24.44,24.43,24.83,24.69,23.66,22.43,20.64,19.51,20.83,22.02,22.66,24.02,25.24,408949.99999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046618.0
41051,Malawi,2018,441282,Bananas,214.38,214.54,188.69,100.60,22.25,2.01,12.70,0.51,1.08,42.81,63.56,289.61,275.52,262.25,314.81,100.13,12.35,7.90,4.35,7.81,1.91,28.19,102.40,257.63,19.64,19.50,18.39,17.71,16.01,13.64,13.29,13.09,16.44,18.74,18.74,19.82,18.79,19.78,19.22,18.11,16.25,13.35,12.98,13.74,17.03,17.27,18.99,19.47,28.33,28.21,27.53,27.30,26.36,25.84,25.31,26.57,29.23,31.13,31.09,28.76,28.72,28.24,27.53,27.25,27.04,25.23,23.82,27.40,30.29,30.42,30.41,28.84,23.96,23.82,22.95,22.48,21.16,19.72,19.28,19.81,22.81,24.91,24.89,24.26,23.73,23.98,23.35,22.65,21.62,19.26,18.37,20.54,23.63,23.82,24.68,24.13,56499.999999999985,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6765539.0
101244,Malaysia,2018,376589,Bananas,450.84,275.37,248.24,245.89,284.10,227.14,171.41,156.53,236.33,313.76,332.78,411.62,245.36,127.73,125.16,212.40,241.92,267.43,164.94,162.74,170.83,295.88,278.46,424.16,21.92,21.56,21.72,22.05,22.34,21.71,22.15,21.01,21.53,21.66,21.50,21.70,21.30,21.03,21.41,21.54,22.02,21.63,21.96,22.00,21.36,21.54,21.91,21.61,29.56,29.23,29.63,30.12,30.55,30.48,30.68,30.65,30.09,30.11,29.69,29.38,28.87,29.48,30.47,31.22,30.43,30.57,30.82,30.94,29.94,29.95,29.94,30.14,25.71,25.37,25.64,26.06,26.42,26.07,26.39,25.81,25.78,25.86,25.57,25.52,25.06,25.23,25.91,26.35,26.20,26.08,26.37,26.44,25.62,25.72,25.90,25.85,85709.99999999984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64318.0
101550,Maldives,2018,334,Bananas,197.00,139.00,143.00,171.00,223.00,185.00,174.00,191.00,217.00,276.00,202.00,247.00,197.00,139.00,143.00,171.00,223.00,185.00,174.00,191.00,217.00,276.00,202.00,247.00,24.20,25.30,24.80,25.40,25.20,25.10,24.60,24.70,24.40,24.30,24.40,24.10,24.20,25.30,24.80,25.30,25.10,25.10,24.40,24.60,24.50,24.30,24.50,24.10,30.80,31.20,31.50,31.70,31.10,30.70,30.70,30.60,30.40,30.30,30.60,30.60,30.80,31.20,31.50,31.60,31.00,30.70,30.50,30.50,30.50,30.30,30.70,30.60,27.50,28.20,28.10,28.50,28.10,27.90,27.60,27.60,27.40,27.30,27.50,27.30,27.50,28.20,28.10,28.40,28.00,27.90,27.40,27.50,27.50,27.30,27.60,27.30,78.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102463,Mali,2018,187011,Bananas,0.01,0.70,1.87,3.46,17.35,35.13,76.73,122.28,68.13,20.83,0.09,0.00,0.01,0.57,2.59,5.96,15.41,37.37,78.18,116.78,61.52,24.29,0.33,0.18,13.55,17.10,20.79,23.84,26.54,27.16,25.91,25.25,25.22,23.00,18.27,14.65,13.72,17.22,20.88,23.69,26.49,27.67,26.02,24.74,24.71,23.15,19.28,14.43,29.53,33.69,37.91,39.51,40.65,40.10,38.26,36.92,37.71,37.67,34.07,29.46,29.65,33.04,37.23,39.44,40.83,40.90,38.24,36.30,36.95,36.59,34.49,30.07,21.52,25.37,29.32,31.65,33.57,33.60,32.06,31.06,31.44,30.31,26.14,22.03,21.66,25.10,29.03,31.54,33.63,34.26,32.10,30.50,30.80,29.84,26.86,22.23,412010.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13150.0
